fhrs_id,business_name,business_type,rating_value,rating_date,new_rating_pending,address_line_3,post_code,rating_value_num,rating_value_text,rating_year,rating_month,postcode_area,rating_category
1821817,(FOOD FACTORY) burgers and fries,Mobile caterer,5,2024-10-02,False,,,5,,2024,10,,Excellent
1849335,0161 Flamin Grill,Restaurant/Cafe/Canteen,5,2025-09-25,False,Manchester,M1 4GX,5,,2025,9,M1,Excellent
1923226,0161 Sweet 1,Other catering premises,AwaitingInspection,,False,,,,AwaitingInspection,,,,Unknown
1817456,1 Pharmacy,Retailers - other,Exempt,,False,Manchester,M14 4RL,,Exempt,,,M14,Unknown
1817918,10 Tib Lane,Restaurant/Cafe/Canteen,5,2024-09-18,False,Manchester,M2 4JB,5,,2024,9,M2,Excellent
1819461,14Forty,Restaurant/Cafe/Canteen,5,2022-05-27,False,Manchester,M15 6LD,5,,2022,5,M15,Excellent
1819790,19 Cafe Bar,Restaurant/Cafe/Canteen,5,2024-01-04,False,Manchester,M1 1BY,5,,2024,1,M1,Excellent
1819746,20 Stories,Restaurant/Cafe/Canteen,5,2024-08-15,False,Manchester,M3 2BA,5,,2024,8,M3,Excellent
1817500,200 Degrees Coffee Shop,Restaurant/Cafe/Canteen,5,2022-07-12,False,Manchester,M2 3HR,5,,2022,7,M2,Excellent
1923166,200 Degrees Coffee Shops,Restaurant/Cafe/Canteen,AwaitingInspection,,False,Manchester,M20 6DQ,,AwaitingInspection,,,M20,Unknown
1818436,2205,Other catering premises,5,2024-11-03,False,,,5,,2024,11,,Excellent
1831099,234 Food Store,Retailers - other,3,2025-01-10,False,Manchester,M8 8EL,3,,2025,1,M8,Satisfactory
1831188,2kg of Chocolate,Other catering premises,5,2025-10-02,False,,,5,,2025,10,,Excellent
1818111,2Nakhon,Restaurant/Cafe/Canteen,4,2022-06-18,False,Manchester,M20 6RN,4,,2022,6,M20,Good
1818261,2Saucy Ltd,Retailers - other,5,2024-11-01,False,,,5,,2024,11,,Excellent
1821228,3 Guys Pizza,Takeaway/sandwich shop,4,2025-11-26,False,Manchester,M23 2UH,4,,2025,11,M23,Good
1798233,30 Grams Ltd,Takeaway/sandwich shop,5,2025-01-24,False,Manchester,M12 6FA,5,,2025,1,M12,Excellent
1821362,333 Take Away,Takeaway/sandwich shop,3,2025-09-29,False,Manchester,M11 1JJ,3,,2025,9,M11,Satisfactory
1818028,4 Seasons Catering,Mobile caterer,5,2024-04-26,False,,,5,,2024,4,,Excellent
1894310,42nd Street,Pub/bar/nightclub,5,2025-09-18,False,Manchester,M2 5GU,5,,2025,9,M2,Excellent
1849338,47 kitchen & Catering Ltd,Mobile caterer,5,2025-07-07,False,,,5,,2025,7,,Excellent
1894413,5 Akhis,Restaurant/Cafe/Canteen,AwaitingInspection,,False,Manchester,M14 5TB,,AwaitingInspection,,,M14,Unknown
1943884,5 Greens/Bolt Trading,Retailers - other,AwaitingInspection,,False,Manchester,M16 7WD,,AwaitingInspection,,,M16,Unknown
1817776,532 Bar & Kitchen,Pub/bar/nightclub,5,2025-06-23,False,Manchester,M13 9PR,5,,2025,6,M13,Excellent
1817569,53two,Restaurant/Cafe/Canteen,5,2021-11-09,False,Manchester,M3 4LP,5,,2021,11,M3,Excellent
1821203,6 Military Intelligence Battalion,Restaurant/Cafe/Canteen,5,2024-06-06,False,Manchester,M14 5LF,5,,2024,6,M14,Excellent
1817816,63 Degrees,Restaurant/Cafe/Canteen,5,2024-10-04,False,Manchester,M4 1HQ,5,,2024,10,M4,Excellent
1820474,777 Market,Retailers - other,4,2024-03-04,False,Manchester,M12 6BT,4,,2024,3,M12,Good
1870662,786 Bishmillah biryani,Takeaway/sandwich shop,1,2025-06-04,False,Manchester,M19 3AG,1,,2025,6,M19,Needs Major Improvement
1943886,7ZZ,Takeaway/sandwich shop,AwaitingInspection,,False,Manchester,M4 6AG,,AwaitingInspection,,,M4,Unknown
1821448,876 Kitchen,Mobile caterer,4,2024-07-19,False,,,4,,2024,7,,Good
1820934,92 Degrees,Restaurant/Cafe/Canteen,5,2023-05-11,False,Manchester,M2 6HY,5,,2023,5,M2,Excellent
1820933,92 Degrees,Restaurant/Cafe/Canteen,5,2023-05-11,False,Manchester,M3 3EB,5,,2023,5,M3,Excellent
1839331,961 Flavours LTD,Takeaway/sandwich shop,5,2025-11-28,False,Manchester,M12 6FA,5,,2025,11,M12,Excellent
1818417,99 Reasons,Restaurant/Cafe/Canteen,4,2024-10-18,False,Chorlton,M21 9GA,4,,2024,10,M21,Good
1906916,9inety6ix,Pub/bar/nightclub,5,2026-02-05,False,Manchester,M15 4RA,5,,2026,2,M15,Excellent
1822021,9ja Jollof,Other catering premises,5,2026-02-26,False,,,5,,2026,2,,Excellent
1831277,A & A News,Retailers - other,5,2025-08-01,False,Manchester,M14 7LT,5,,2025,8,M14,Excellent
1819385,A & A Pharmacy,Retailers - other,Exempt,,False,Manchester,M14 5AL,,Exempt,,,M14,Unknown
1831265,A & C Booth,Retailers - other,5,2025-09-24,False,Manchester,M9 6RG,5,,2025,9,M9,Excellent
1816086,A & H Off Licence Ltd,Retailers - other,4,2025-04-10,False,Manchester,M9 4DZ,4,,2025,4,M9,Good
1821205,A & J Off Licence,Retailers - other,4,2025-03-07,False,Manchester,M14 7LE,4,,2025,3,M14,Good
1820136,A & S Off Licence also T/as Go Local,Retailers - other,5,2018-04-06,False,Manchester,M15 5TL,5,,2018,4,M15,Excellent
1821856,A & T FISHMONGER,Retailers - other,1,2025-03-05,False,Manchester,M13 0TA,1,,2025,3,M13,Needs Major Improvement
1943794,A 2 Z Mini Market,Retailers - other,AwaitingInspection,,False,Manchester,M9 8WQ,,AwaitingInspection,,,M9,Unknown
1894367,A Good Life,Retailers - other,5,2026-03-20,False,,,5,,2026,3,,Excellent
1817162,A Little Sweet,Takeaway/sandwich shop,5,2024-03-15,False,Manchester,M12 6DA,5,,2024,3,M12,Excellent
1816507,A Nice Sip,Retailers - other,4,2025-06-08,False,Manchester,M4 3AH,4,,2025,6,M4,Good
1831218,A Piece of Cake,Retailers - other,AwaitingInspection,,False,Manchester,M4 4HU,,AwaitingInspection,,,M4,Unknown
1820078,A Plus Oriental Restaurant,Restaurant/Cafe/Canteen,1,2025-12-08,False,Manchester,M1 4HF,1,,2025,12,M1,Needs Major Improvement
1831033,A Sporting Chance,Restaurant/Cafe/Canteen,AwaitingInspection,,False,Manchester,M90 3DF,,AwaitingInspection,,,M90,Unknown
1821466,A$AP Coffee,Restaurant/Cafe/Canteen,4,2023-08-30,False,Manchester,M1 7ED,4,,2023,8,M1,Good
1816674,A&BONLINENUTRITION LTD,Retailers - other,5,2023-09-20,False,Manchester,M8 8LG,5,,2023,9,M8,Excellent
1818903,A1 Balti House,Takeaway/sandwich shop,4,2024-09-20,True,Manchester,M23 0BX,4,,2024,9,M23,Good
1820343,A1 Pound Store,Retailers - other,5,2014-05-29,False,Manchester,M13 0RX,5,,2014,5,M13,Excellent
1943765,A1 vegan Chinese,Other catering premises,AwaitingInspection,,False,,,,AwaitingInspection,,,,Unknown
1923319,A6 Mobile & Convenience Store,Retailers - other,AwaitingInspection,,False,Manchester,M40 9WB,,AwaitingInspection,,,M40,Unknown
1816513,A6 Off Licence,Retailers - other,4,2023-09-12,False,Manchester,M19 3DL,4,,2023,9,M19,Good
1894394,Aahaa indian kitchen & Bar,Restaurant/Cafe/Canteen,5,2025-11-24,False,Manchester,M21 9PG,5,,2025,11,M21,Excellent
1816993,Aatma,Restaurant/Cafe/Canteen,3,2025-08-01,False,Manchester,M1 1BE,3,,2025,8,M1,Satisfactory
1820967,AB Afro Caribbean Food Store,Retailers - other,1,2025-03-03,False,Manchester,M14 4RL,1,,2025,3,M14,Needs Major Improvement
1816483,Abakus - U Marlenki Ltd,Retailers - other,5,2022-07-12,False,Manchester,M22 4HH,5,,2022,7,M22,Excellent
1867643,ABAN Express,Other catering premises,5,2025-09-11,False,,,5,,2025,9,,Excellent
1820175,Abaseen,Takeaway/sandwich shop,2,2025-04-18,False,Manchester,M8 9JW,2,,2025,4,M8,Needs Major Improvement
1816633,Abaseen,Restaurant/Cafe/Canteen,3,2025-01-21,False,Manchester,M19 2SY,3,,2025,1,M19,Satisfactory
1817485,Abbey College Manchester,School/college/university,5,2025-09-04,False,Manchester,M4 1DG,5,,2025,9,M4,Excellent
1819392,Abbey Hey AFC,Other catering premises,4,2023-09-29,False,Manchester,M18 7HD,4,,2023,9,M18,Good
1818012,Abbey Hey Before & After School Club,Hospitals/Childcare/Caring Premises,4,2024-09-24,False,Manchester,M18 8RR,4,,2024,9,M18,Good
1820419,Abbey Hey Mini Market,Retailers - other,3,2024-09-16,False,Manchester,M18 8RP,3,,2024,9,M18,Satisfactory
1816630,Abbey Hey Primary Academy also T/as Taylorshaw @ Abbey Hey Academy,School/college/university,5,2025-09-25,False,Manchester,M18 8PF,5,,2025,9,M18,Excellent
1820997,Abbey Hey Superstore,Retailers - other,4,2025-03-19,False,Manchester,M18 8QU,4,,2025,3,M18,Good
1819095,Abbey Hotel,Hotel/bed & breakfast/guest house,5,2019-09-16,False,Manchester,M8 0NG,5,,2019,9,M8,Excellent
1817117,Abbey's Cafe,Restaurant/Cafe/Canteen,4,2023-09-29,False,Manchester,M18 7HD,4,,2023,9,M18,Good
1819350,Abbotsford Care Home,Hospitals/Childcare/Caring Premises,5,2026-03-16,False,Manchester,M16 8BB,5,,2026,3,M16,Excellent
1819354,Abbott Community Primary School,School/college/university,2,2025-03-03,False,Manchester,M40 7PR,2,,2025,3,M40,Needs Major Improvement
1819447,Abdul's food to go,Takeaway/sandwich shop,3,2025-11-03,False,Manchester,M14 6XQ,3,,2025,11,M14,Satisfactory
1831275,Abduls Supermarket & Off Licence,Retailers - other,2,2025-08-28,False,Manchester,M15 6NQ,2,,2025,8,M15,Needs Major Improvement
1817247,Abeja Tapas Bar also T/as Abeja Tapas Mobile,Other catering premises,5,2024-12-03,False,,,5,,2024,12,,Excellent
1818214,ABELON,Retailers - other,5,2024-11-03,False,,,5,,2024,11,,Excellent
1818350,Abepina Food Corner,Other catering premises,AwaitingInspection,,False,,,,AwaitingInspection,,,,Unknown
1870677,Abigail Kitchen,Takeaway/sandwich shop,AwaitingInspection,,False,Manchester,M13 0HR,,AwaitingInspection,,,M13,Unknown
1818993,Abode Manchester,Hotel/bed & breakfast/guest house,5,2022-11-25,False,Manchester,M1 2DB,5,,2022,11,M1,Excellent
1894491,Abraham Moss Community Primary School,School/college/university,5,2025-10-08,False,Manchester,M8 5UF,5,,2025,10,M8,Excellent
1818165,Abraham Moss High School,School/college/university,5,2024-09-05,False,Manchester,M8 5UF,5,,2024,9,M8,Excellent
1820479,Abu Mazen Mini Market,Retailers - other,5,2022-11-29,False,Manchester,M14 4RN,5,,2022,11,M14,Excellent
1821440,Aby's,Restaurant/Cafe/Canteen,5,2025-02-18,False,Manchester,M8 5SF,5,,2025,2,M8,Excellent
1821637,Aby's Biryani Rusholme,Restaurant/Cafe/Canteen,4,2025-03-03,False,Manchester,M14 5AQ,4,,2025,3,M14,Good
1820150,AC Hotel by Marriot,Hotel/bed & breakfast/guest house,5,2024-09-27,False,Manchester,M4 5FT,5,,2024,9,M4,Excellent
1831097,AC ICES - Sivoris - (PN66 KDF),Mobile caterer,5,2025-09-12,False,Manchester,M19 3HQ,5,,2025,9,M19,Excellent
1821343,Acacia Lodge,Hospitals/Childcare/Caring Premises,5,2025-04-10,False,Manchester,M40 3WQ,5,,2025,4,M40,Excellent
1820755,Acacias Community Primary School,School/college/university,5,2025-11-19,False,Manchester,M19 2WW,5,,2025,11,M19,Excellent
1822017,Acai And The Tribe,Restaurant/Cafe/Canteen,5,2025-03-04,False,Manchester,M3 4EN,5,,2025,3,M3,Excellent
1818316,Acai Bowls MCR,Restaurant/Cafe/Canteen,AwaitingInspection,,False,Manchester,M2 5QR,,AwaitingInspection,,,M2,Unknown
1870744,ACAII,Restaurant/Cafe/Canteen,4,2025-11-19,False,Manchester,M21 8AD,4,,2025,11,M21,Good
1817408,Accent Catering,Other catering premises,5,2025-03-05,False,Manchester,M22 5TG,5,,2025,3,M22,Excellent
1819326,ACCG - The Claremont Centre,Hospitals/Childcare/Caring Premises,5,2025-04-14,False,Manchester,M15 5FS,5,,2025,4,M15,Excellent
1817173,ACE Newsagent,Retailers - other,5,2024-03-12,False,Manchester,M19 3AD,5,,2024,3,M19,Excellent
1943843,Acharies,Other catering premises,AwaitingInspection,,False,,,,AwaitingInspection,,,,Unknown
1820043,Achieve Together,Hospitals/Childcare/Caring Premises,5,2023-01-27,False,Manchester,M8 9WT,5,,2023,1,M8,Excellent
1816840,Acorn Grove Nursery,Hospitals/Childcare/Caring Premises,5,2025-09-05,False,Manchester,M8 0NE,5,,2025,9,M8,Excellent
1820992,Across Ummah CIC,Retailers - other,5,2023-09-01,False,Manchester,M18 8PE,5,,2023,9,M18,Excellent
1819501,Ad - Hoc Wines,Retailers - other,5,2022-04-19,False,Manchester,M4 1HN,5,,2022,4,M4,Excellent
1818480,Ad Maiora,Takeaway/sandwich shop,5,2024-09-22,False,Manchester,M4 6AY,5,,2024,9,M4,Excellent
1816285,AD MAIORA,Takeaway/sandwich shop,4,2026-02-26,False,Manchester,M4 1LG,4,,2026,2,M4,Good
1820841,Adams Caterers,Mobile caterer,4,2025-06-12,False,Manchester,M23 9NR,4,,2025,6,M23,Good
1820875,Adams News,Retailers - other,5,2017-04-03,False,Manchester,M8 5SG,5,,2017,4,M8,Excellent
1821068,Addis Life Coffee & Fresh Juice,Restaurant/Cafe/Canteen,3,2024-07-31,False,Manchester,M14 4RE,3,,2024,7,M14,Satisfactory
1819739,Addleshaw Goddard,Restaurant/Cafe/Canteen,5,2025-09-19,False,Manchester,M2 3DE,5,,2025,9,M2,Excellent
1821697,Adella's Kitchen,Restaurant/Cafe/Canteen,5,2024-08-30,False,Lightbowne,M9 4LJ,5,,2024,8,M9,Excellent
1923234,Adella's Kitchen and Grocery Store,Other catering premises,AwaitingInspection,,False,,,,AwaitingInspection,,,,Unknown
1831118,Adem Tailor,Retailers - other,5,2025-07-11,False,Manchester,M14 7NB,5,,2025,7,M14,Excellent
1819526,Admas Cafe,Restaurant/Cafe/Canteen,3,2024-09-04,False,Manchester,M14 4BZ,3,,2024,9,M14,Satisfactory
1821145,Admiral Casino,Restaurant/Cafe/Canteen,Exempt,,False,Manchester,M21 9AS,,Exempt,,,M21,Unknown
1820757,Admiral Casino,Pub/bar/nightclub,5,2024-07-21,False,Manchester,M1 1LQ,5,,2024,7,M1,Excellent
1821144,Admiral Casino,Pub/bar/nightclub,5,2019-09-05,False,Manchester,M22 5RN,5,,2019,9,M22,Excellent
1821113,Admiral Casino,Pub/bar/nightclub,5,2025-07-14,False,Manchester,M9 4DH,5,,2025,7,M9,Excellent
1816839,Advanced Global Productions also T/as WeeklyDeals4Less,Retailers - other,5,2023-11-01,False,Manchester,M8 8RA,5,,2023,11,M8,Excellent
1821759,Aether Private Terminal,Restaurant/Cafe/Canteen,5,2025-08-18,False,Woodhouse Park,WA15 8XQ,5,,2025,8,WA15,Excellent
1894595,Aetherherbals LTD,Mobile caterer,AwaitingInspection,,False,Manchester,M11 2PB,,AwaitingInspection,,,M11,Unknown
1818225,AF Delicacies,Other catering premises,5,2024-12-17,False,,,5,,2024,12,,Excellent
1817412,Afflecks & Brown,Pub/bar/nightclub,3,2025-11-04,False,Manchester,M4 1NB,3,,2025,11,M4,Satisfactory
1821283,Afghan Cuisine,Takeaway/sandwich shop,5,2024-09-23,False,Manchester,M14 5AL,5,,2024,9,M14,Excellent
1818236,African Aroma,Distributors/Transporters,AwaitingInspection,,False,,,,AwaitingInspection,,,,Unknown
1923204,AFRICAN FLAVOUR STREET FOOD,Mobile caterer,AwaitingInspection,,False,Manchester,M1 1RG,,AwaitingInspection,,,M1,Unknown
1818245,African Food Market,Distributors/Transporters,5,2025-03-12,False,Manchester,M11 2WW,5,,2025,3,M11,Excellent
1819113,African Food Store Worldwide Limited,Retailers - other,4,2025-12-18,False,Manchester,M18 8BE,4,,2025,12,M18,Good
1818035,African Joy,Other catering premises,5,2024-07-09,False,,,5,,2024,7,,Excellent
1820929,African voice in Moston,Distributors/Transporters,5,2023-06-02,False,Manchester,M9 5QP,5,,2023,6,M9,Excellent
1821513,Afrikana Kitchen,Restaurant/Cafe/Canteen,4,2025-12-15,False,Manchester,M14 5SU,4,,2025,12,M14,Good
1817291,Afriq Deliq,Other catering premises,4,2022-11-15,False,,,4,,2022,11,,Good
1831052,Afro Delight Ventures,Retailers - supermarkets/hypermarkets,3,2025-09-17,False,Manchester,M40 2EH,3,,2025,9,M40,Satisfactory
1820574,After Party Drink,Retailers - other,5,2023-05-30,False,Manchester,M22 4RW,5,,2023,5,M22,Excellent
1819944,Age Concern,Restaurant/Cafe/Canteen,3,2025-05-14,False,Manchester,M22 5DG,3,,2025,5,M22,Satisfactory
1817322,Age UK,Restaurant/Cafe/Canteen,5,2026-03-13,False,Manchester,M11 1WG,5,,2026,3,M11,Excellent
1894480,AHA FLAVOURS LTD,Other catering premises,5,2026-04-05,False,,,5,,2026,4,,Excellent
1820816,Ahmads Grocers,Retailers - other,3,2026-03-16,False,Manchester,M16 8JD,3,,2026,3,M16,Satisfactory
1820919,Ahmed Bros,Retailers - other,4,2024-06-25,False,Manchester,M12 4AS,4,,2024,6,M12,Good
1817069,Ahmed Butchers,Retailers - other,3,2024-03-18,False,Manchester,M40 2TP,3,,2024,3,M40,Satisfactory
1906807,AKA Sushi,Restaurant/Cafe/Canteen,5,2026-02-26,False,Manchester,M1 4DZ,5,,2026,2,M1,Excellent
1943759,akara kitchen ltd,Takeaway/sandwich shop,AwaitingInspection,,False,Manchester,M3 1DZ,,AwaitingInspection,,,M3,Unknown
1820383,Akbar Balti Restaurant,Restaurant/Cafe/Canteen,4,2024-10-05,False,Manchester,M3 4AQ,4,,2024,10,M3,Good
1943783,Akin Club,Mobile caterer,AwaitingInspection,,False,,,,AwaitingInspection,,,,Unknown
1821919,AKORFA'S,Retailers - other,5,2025-03-05,False,,,5,,2025,3,,Excellent
1817167,Akosua's kitchen,Other catering premises,5,2024-06-07,False,,,5,,2024,6,,Excellent
1816969,Akwaaba African Restaurant,Restaurant/Cafe/Canteen,4,2025-09-17,False,Manchester,M40 9PT,4,,2025,9,M40,Good
1818615,Al Baraka Shawarma,Takeaway/sandwich shop,2,2026-04-27,False,Manchester,M13 0RG,2,,2026,4,M13,Needs Major Improvement
1923211,Al faisal,Restaurant/Cafe/Canteen,AwaitingInspection,,False,Manchester,M8 0PF,,AwaitingInspection,,,M8,Unknown
1818864,Al Hamra Sweet Centre,Takeaway/sandwich shop,1,2026-01-22,False,Manchester,M8 9LR,1,,2026,1,M8,Needs Major Improvement
1818356,Al Hindawiya,Takeaway/sandwich shop,AwaitingInspection,,False,Manchester,M3 1EY,,AwaitingInspection,,,M3,Unknown
1819361,Al Jazeera,Takeaway/sandwich shop,4,2024-04-24,False,Manchester,M14 5TQ,4,,2024,4,M14,Good
1820690,Al Jazeera Mini Market,Retailers - other,5,2025-09-27,False,Manchester,M14 5AJ,5,,2025,9,M14,Excellent
1819051,Al Madina,Restaurant/Cafe/Canteen,4,2026-02-10,False,Manchester,M14 5AL,4,,2026,2,M14,Good
1816735,Al Maidah Restaurant & Banquet Hall,Restaurant/Cafe/Canteen,5,2024-09-17,False,Manchester,M8 8EU,5,,2024,9,M8,Excellent
1820522,Al Makkah Fresh Halal Meat,Retailers - other,1,2025-02-18,False,Manchester,M13 0QE,1,,2025,2,M13,Needs Major Improvement
1816257,Al Massar,Restaurant/Cafe/Canteen,5,2025-04-08,False,Manchester,M11 2DW,5,,2025,4,M11,Excellent
1821527,Al Mecca Meat Shop Ltd,Retailers - other,1,2025-02-07,False,Manchester,M19 3DL,1,,2025,2,M19,Needs Major Improvement
1849408,Al Mubarak Meats Ltd,Retailers - other,3,2025-09-25,False,Manchester,M18 7DH,3,,2025,9,M18,Satisfactory
1820938,Al Qaza Shisha,Takeaway/sandwich shop,4,2024-06-13,False,Manchester,M14 5AN,4,,2024,6,M14,Good
1894671,Al Quds Kobeda,Restaurant/Cafe/Canteen,AwaitingInspection,,False,Manchester,M14 5LW,,AwaitingInspection,,,M14,Unknown
1816738,Al Safa,Takeaway/sandwich shop,4,2025-03-25,False,Manchester,M14 5TQ,4,,2025,3,M14,Good
1816526,Al Shamyat,Retailers - other,4,2023-02-28,False,Manchester,M14 5ED,4,,2023,2,M14,Good
1817023,Al Sharq Mini Market,Retailers - other,4,2024-07-03,False,Manchester,M14 7PA,4,,2024,7,M14,Good
1817386,Al Taiba Bukhari,Restaurant/Cafe/Canteen,3,2025-11-27,False,Manchester,M14 5TB,3,,2025,11,M14,Satisfactory
1818055,Al Taj Al Malaki General Trading UK Ltd,Retailers - other,4,2024-06-13,False,,,4,,2024,6,,Good
1818207,Al Yemen Al Saeed,Restaurant/Cafe/Canteen,4,2024-11-02,False,Manchester,M14 5AL,4,,2024,11,M14,Good
1820159,Al Zain Showarma Ltd,Takeaway/sandwich shop,1,2026-01-20,False,Manchester,M14 5TB,1,,2026,1,M14,Needs Major Improvement
1816335,Alabama's Fried Chicken,Restaurant/Cafe/Canteen,3,2025-04-22,False,Manchester,M21 0SD,3,,2025,4,M21,Satisfactory
1821090,Al-Ahqas Fruit & Veg Ltd,Retailers - other,5,2023-06-13,False,Manchester,M11 2WW,5,,2023,6,M11,Excellent
1943839,Alameen for Humanitarian Support,Other catering premises,AwaitingInspection,,False,,,,AwaitingInspection,,,,Unknown
1817312,Alan Gilbert Learning Commons Cafe,Restaurant/Cafe/Canteen,5,2023-03-07,False,Manchester,M13 9PR,5,,2023,3,M13,Excellent
1819554,Al-Aqsa Supermarket,Retailers - other,4,2025-03-27,False,Manchester,M14 4BY,4,,2025,3,M14,Good
1820901,Al-Aqsa Takeaway,Takeaway/sandwich shop,5,2025-06-26,False,Manchester,M13 0RX,5,,2025,6,M13,Excellent
1923179,Al-Araby Market,Retailers - other,5,2026-02-23,False,Manchester,M8 8QN,5,,2026,2,M8,Excellent
1818499,Albeek Restaurant,Restaurant/Cafe/Canteen,1,2025-09-10,False,Manchester,M8 8FW,1,,2025,9,M8,Needs Major Improvement
1821321,Albert's Didsbury,Restaurant/Cafe/Canteen,5,2024-05-16,False,Manchester,M20 2PU,5,,2024,5,M20,Excellent
1818631,Albert's Schloss,Pub/bar/nightclub,5,2025-12-12,False,Manchester,M2 5QR,5,,2025,12,M2,Excellent
1818716,Alberts Shed Dukes Grill also T/as Dukes 92,Restaurant/Cafe/Canteen,5,2025-03-25,False,Manchester,M3 4LZ,5,,2025,3,M3,Excellent
1818471,Alborz Restaurant,Restaurant/Cafe/Canteen,AwaitingInspection,,False,Manchester,M19 3AW,,AwaitingInspection,,,M19,Unknown
1818243,Alcotraz Manchester,Pub/bar/nightclub,5,2024-06-13,False,Manchester,M3 4EE,5,,2024,6,M3,Excellent
1820773,Aldi,Retailers - supermarkets/hypermarkets,5,2016-12-06,False,Manchester,M1 1WR,5,,2016,12,M1,Excellent
1943730,Aldi,Retailers - other,AwaitingInspection,,False,Manchester,M9 7HW,,AwaitingInspection,,,M9,Unknown
1816731,Aldi,Retailers - supermarkets/hypermarkets,5,2018-06-06,False,Manchester,M23 9SR,5,,2018,6,M23,Excellent
1817956,Aldi,Retailers - other,5,2023-05-10,False,Manchester,M11 4PD,5,,2023,5,M11,Excellent
1816795,Aldi,Retailers - other,5,2012-08-24,False,Manchester,M14 7LA,5,,2012,8,M14,Excellent
1821312,Aldi,Retailers - supermarkets/hypermarkets,5,2019-03-26,False,Manchester,M4 6DE,5,,2019,3,M4,Excellent
1818940,Aleef Newsagent,Retailers - other,5,2012-03-13,False,Manchester,M4 1QB,5,,2012,3,M4,Excellent
1817666,Alen Market,Retailers - other,5,2024-03-08,False,Manchester,M12 4GD,5,,2024,3,M12,Excellent
1821443,Alex Foundation,Other catering premises,4,2023-06-29,False,Manchester,M18 8LJ,4,,2023,6,M18,Good
1894461,Alex22 Ltd,Retailers - other,5,2025-11-14,False,Manchester,M8 8AE,5,,2025,11,M8,Excellent
1821279,Alexandra Lodge Care Centre,Hospitals/Childcare/Caring Premises,4,2026-01-20,False,Manchester,M16 8NP,4,,2026,1,M16,Good
1822041,Alexandra Park Childrens Learning Community,Hospitals/Childcare/Caring Premises,5,2024-11-01,False,Manchester,M16 8PJ,5,,2024,11,M16,Excellent
1821560,Alex's Bakery,Other catering premises,5,2023-09-15,False,Manchester,M3 4EN,5,,2023,9,M3,Excellent
1817985,Alex's Bakery - Cakes & Cupcakes,Retailers - other,5,2024-10-06,False,Manchester,M3 4EN,5,,2024,10,M3,Excellent
1817722,Al-Ghurabi Cafe,Restaurant/Cafe/Canteen,0,2025-07-09,False,Manchester,M14 4TS,0,,2025,7,M14,Needs Major Improvement
1943890,ALI CONVENIENCE STORE,Retailers - other,AwaitingInspection,,False,Manchester,M19 2TB,,AwaitingInspection,,,M19,Unknown
1894372,Ali food stall,Mobile caterer,AwaitingInspection,,False,,,,AwaitingInspection,,,,Unknown
1818844,Ali Superstore,Retailers - other,1,2024-07-10,False,Manchester,M21 7SH,1,,2024,7,M21,Needs Major Improvement
1821927,Alif Grill,Restaurant/Cafe/Canteen,2,2025-06-24,False,Manchester,M8 8PY,2,,2025,6,M8,Needs Major Improvement
1820337,Alkaline Way,Other catering premises,5,2021-03-02,False,,,5,,2021,3,,Excellent
1870810,Alkhartoum,Restaurant/Cafe/Canteen,2,2025-12-04,False,Manchester,M14 7BZ,2,,2025,12,M14,Needs Major Improvement
1820320,All Bar One,Pub/bar/nightclub,5,2023-11-20,False,Manchester,M2 4NG,5,,2023,11,M2,Excellent
1821537,All Fried Up,Other catering premises,5,2023-10-06,False,,,5,,2023,10,,Excellent
1816751,All Purpose Halal Meat & Grocers,Retailers - other,2,2025-02-01,False,Manchester,M40 9JS,2,,2025,2,M40,Needs Major Improvement
1817947,All Saints CE Primary School,School/college/university,5,2025-11-28,False,Manchester,M40 1LS,5,,2025,11,M40,Excellent
1817909,All Saints Primary School also T/as Taylorshaw,School/college/university,5,2024-06-05,False,Manchester,M12 5PW,5,,2024,6,M12,Excellent
1819098,Allendale Rest Home,Hospitals/Childcare/Caring Premises,5,2024-09-25,False,Manchester,M9 7EN,5,,2024,9,M9,Excellent
1816752,Allens Fried Chicken,Takeaway/sandwich shop,1,2026-03-17,False,Manchester,M14 6NW,1,,2026,3,M14,Needs Major Improvement
1819096,Alliance Inn,Pub/bar/nightclub,5,2014-10-06,False,Manchester,M9 8AJ,5,,2014,10,M9,Excellent
1819656,Alliance Manchester Business School,Restaurant/Cafe/Canteen,5,2017-09-11,False,Manchester,M13 9PL,5,,2017,9,M13,Excellent
1818290,Allied Pharmacy Northern Moor,Retailers - other,3,2024-09-23,False,Manchester,M23 0BX,3,,2024,9,M23,Satisfactory
1818289,Allied Pharmacy Oak House,Retailers - other,5,2024-10-17,False,Manchester,M11 3BE,5,,2024,10,M11,Excellent
1818698,Allison's Bakery,Retailers - other,4,2023-06-28,False,Manchester,M23 1AQ,4,,2023,6,M23,Good
1819801,Allison's Bakery,Retailers - other,5,2023-10-10,False,Manchester,M22 8UE,5,,2023,10,M22,Excellent
1816584,Allpress Espresso,Restaurant/Cafe/Canteen,5,2024-02-22,False,Manchester,M4 4AH,5,,2024,2,M4,Excellent
1819860,Alma Park Kids Club,School/college/university,5,2022-10-10,False,Manchester,M19 2PF,5,,2022,10,M19,Excellent
1818166,Alma Park Primary School,School/college/university,4,2025-07-17,False,Manchester,M19 2PF,4,,2025,7,M19,Good
1818199,Alma Trade Ltd,Retailers - other,5,2025-01-09,False,,,5,,2025,1,,Excellent
